Date,Open,High,Low,Close,Adj Close,Volume
8/16/2018,52.9375,53.452499,52.8675,53.330002,50.874725,114001600
8/17/2018,53.360001,54.487499,53.290001,54.395,51.890686,141708000
8/20/2018,54.525002,54.794998,53.7775,53.865002,51.385086,121150800
8/21/2018,54.200001,54.297501,53.5075,53.759998,51.284916,104639200
8/22/2018,53.525002,54.09,53.459999,53.762501,51.287308,76072400
8/23/2018,53.662498,54.262501,53.650002,53.872501,51.392254,75532800
8/24/2018,54.150002,54.224998,53.7775,54.040001,51.552048,73905600
8/27/2018,54.287498,54.685001,54.0825,54.485001,51.976559,82100400
8/28/2018,54.752499,55.134998,54.73,54.924999,52.39629,91107200
8/29/2018,55.037498,55.872501,54.852501,55.744999,53.178535,109019200
8/30/2018,55.8125,57.064999,55.599998,56.2575,53.667442,195175200
8/31/2018,56.627499,57.217499,56.5,56.907501,54.287521,173360400
9/4/2018,57.102501,57.294998,56.657501,57.09,54.461613,109560400
9/5/2018,57.247501,57.4175,56.275002,56.717499,54.106274,133332000
9/6/2018,56.557499,56.837502,55.325001,55.775002,53.207157,137160000
9/7/2018,55.462502,56.342499,55.177502,55.325001,52.777878,150479200
9/10/2018,55.237499,55.462502,54.1175,54.5825,52.069561,158066000
9/11/2018,54.502499,56.075001,54.139999,55.962502,53.386024,142996000
9/12/2018,56.235001,56.25,54.959999,55.267502,52.723034,197114800
9/13/2018,55.880001,57.087502,55.642502,56.602501,53.996563,166825600
9/14/2018,56.4375,56.709999,55.630001,55.959999,53.383633,127997200
9/17/2018,55.537498,55.737499,54.317501,54.470001,51.962238,148780400
9/18/2018,54.447498,55.462502,54.279999,54.560001,52.0481,126286800
9/19/2018,54.625,54.904999,53.825001,54.592499,52.079098,108495200
9/20/2018,55.060001,55.57,54.787498,55.0075,52.474998,106435200
9/21/2018,55.195,55.34,54.322498,54.415001,51.909775,384986800
9/24/2018,54.205002,55.314999,54.157501,55.197498,52.656254,110773600
9/25/2018,54.9375,55.705002,54.924999,55.547501,52.990135,98217600
9/26/2018,55.25,55.9375,54.939999,55.105,52.568012,95938800
9/27/2018,55.955002,56.610001,55.884998,56.237499,53.648369,120724800
9/28/2018,56.197498,56.459999,56.005001,56.435001,53.836773,91717600
10/1/2018,56.987499,57.355,56.587502,56.814999,54.199284,94403200
10/2/2018,56.8125,57.5,56.657501,57.32,54.681023,99152800
10/3/2018,57.512501,58.3675,57.445,58.017502,55.346413,114619200
10/4/2018,57.695,58.087502,56.682499,56.997501,54.373379,128168000
10/5/2018,56.990002,57.102501,55.145,56.072498,53.490967,134322000
10/8/2018,55.552502,56.200001,55.049999,55.942501,53.366947,118655600
10/9/2018,55.91,56.817501,55.5625,56.717499,54.106274,107564000
10/10/2018,56.365002,56.587502,54.012501,54.09,51.599731,167962400
10/11/2018,53.630001,54.875,53.080002,53.612499,51.14423,212497600
10/12/2018,55.105,55.720001,54.209999,55.5275,52.971062,161351600
10/15/2018,55.290001,55.4575,54.317501,54.34,51.838215,123164000
10/16/2018,54.732498,55.747501,54.189999,55.537498,52.980595,116736000
10/17/2018,55.575001,55.66,54.834999,55.297501,52.75164,91541600
10/18/2018,54.465,54.935001,53.25,54.005001,51.518646,130325200
10/19/2018,54.514999,55.314999,54.357498,54.827499,52.303276,132314800
10/22/2018,54.947498,55.84,54.735001,55.162498,52.622864,115168400
10/23/2018,53.9575,55.8125,53.674999,55.682499,53.118916,155071200
10/24/2018,55.650002,56.057499,53.634998,53.772499,51.296852,163702000
10/25/2018,54.427502,55.345001,54.1875,54.950001,52.420147,119423200
10/26/2018,53.974998,55.047501,53.1675,54.075001,51.585426,189033600
10/29/2018,54.797501,54.922501,51.522499,53.060001,50.617153,183742000
10/30/2018,52.787498,53.794998,52.317501,53.325001,50.869957,146640000
10/31/2018,54.220001,55.112499,54.154999,54.715,52.195965,153435600
11/1/2018,54.762501,55.59,54.202499,55.555,52.997299,233292800
11/2/2018,52.387501,53.412498,51.357498,51.869999,49.481934,365314800
11/5/2018,51.075001,51.0975,49.5425,50.397499,48.077244,264654800
11/6/2018,50.48,51.18,50.422501,50.942501,48.597145,127531600
11/7/2018,51.4925,52.514999,51.032501,52.487499,50.071007,133697600
11/8/2018,52.494999,52.529999,51.6875,52.122501,49.896309,101450400
11/9/2018,51.387501,51.502499,50.5625,51.1175,48.934238,137463200
11/12/2018,49.75,49.962502,48.447498,48.5425,46.469212,204542000
11/13/2018,47.907501,49.294998,47.862499,48.057499,46.004932,187531600
11/14/2018,48.474998,48.619999,46.482498,46.700001,44.705406,243204000
11/15/2018,47.0975,47.9925,46.724998,47.852501,45.808685,185915200
11/16/2018,47.625,48.7425,47.365002,48.3825,46.316044,147713200
11/19/2018,47.5,47.674999,46.247501,46.465,44.48045,167701200
11/20/2018,44.592499,45.3675,43.877499,44.244999,42.355263,271300800
11/21/2018,44.932499,45.067501,44.137501,44.195,42.3074,124496800
11/23/2018,43.735001,44.150002,43.025002,43.072498,41.232845,94496000
11/26/2018,43.560001,43.737499,42.564999,43.654999,41.790459,179994000
11/27/2018,42.877499,43.692501,42.720001,43.560001,41.699524,165549600
11/28/2018,44.182499,45.322498,43.732498,45.235001,43.302979,184250000
11/29/2018,45.665001,45.700001,44.424999,44.887501,42.970333,167080000
11/30/2018,45.072498,45.0825,44.2575,44.645,42.738182,158126000
12/3/2018,46.115002,46.235001,45.302502,46.205002,44.231552,163210000
12/4/2018,45.237499,45.5975,44.067501,44.172501,42.285862,165377200
12/6/2018,42.939999,43.695,42.605,43.68,41.814392,172393600
12/7/2018,43.372501,43.622501,42.075001,42.122501,40.323421,169126400
12/10/2018,41.25,42.522499,40.8325,42.400002,40.589069,248104000
12/11/2018,42.915001,42.947498,41.75,42.157501,40.356918,189126800
12/12/2018,42.599998,42.98,42.255001,42.275002,40.469398,142510800
12/13/2018,42.622501,43.142502,42.387501,42.737499,40.912144,127594400
12/14/2018,42.25,42.27,41.32,41.369999,39.60305,162814800
12/17/2018,41.362499,42.087502,40.682499,40.985001,39.234505,177151600
12/18/2018,41.345001,41.8825,41.0975,41.517502,39.744251,135366000
12/19/2018,41.5,41.862499,39.772499,40.2225,38.504566,196189200
12/20/2018,40.099998,40.5275,38.825001,39.2075,37.532917,259092000
12/21/2018,39.215,39.540001,37.407501,37.682499,36.073048,382978400
12/24/2018,37.037498,37.887501,36.647499,36.7075,35.139694,148676800
12/26/2018,37.075001,39.307499,36.68,39.2925,37.614296,234330000
12/27/2018,38.959999,39.192501,37.517502,39.037498,37.370182,212468400
12/28/2018,39.375,39.630001,38.637501,39.057499,37.389328,169165600
12/31/2018,39.6325,39.84,39.119999,39.435001,37.750706,140014000
1/2/2019,38.7225,39.712502,38.557499,39.48,37.793777,148158800
1/3/2019,35.994999,36.43,35.5,35.547501,34.02924,365248800
1/4/2019,36.1325,37.137501,35.950001,37.064999,35.481915,234428400
1/7/2019,37.174999,37.2075,36.474998,36.982498,35.402943,219111200
1/8/2019,37.389999,37.955002,37.130001,37.6875,36.077831,164101200
1/9/2019,37.822498,38.6325,37.407501,38.327499,36.690506,180396400
1/10/2019,38.125,38.4925,37.715,38.450001,36.807774,143122800
1/11/2019,38.220001,38.424999,37.877499,38.072498,36.4464,108092800
1/14/2019,37.712502,37.817501,37.305,37.5,35.898342,129756800
1/15/2019,37.567501,38.3475,37.512501,38.267502,36.633064,114843600
1/16/2019,38.27,38.970001,38.25,38.735001,37.080593,122278800
1/17/2019,38.549999,39.415001,38.314999,38.965,37.300774,119284800
1/18/2019,39.375,39.470001,38.994999,39.205002,37.530529,135004000
1/22/2019,39.102501,39.182499,38.154999,38.325001,36.68811,121576000
1/23/2019,38.537498,38.785,37.924999,38.48,36.836502,92522400
1/24/2019,38.5275,38.619999,37.935001,38.174999,36.54451,101766000
1/25/2019,38.869999,39.532501,38.580002,39.439999,37.755489,134142000
1/28/2019,38.947498,39.0825,38.415001,39.075001,37.406075,104768400
1/29/2019,39.0625,39.532501,38.5275,38.669998,37.018375,166348800
1/30/2019,40.8125,41.537498,40.057499,41.3125,39.548016,244439200
1/31/2019,41.5275,42.25,41.139999,41.610001,39.832802,162958400
2/1/2019,41.740002,42.244999,41.482498,41.630001,39.851955,130672400
2/4/2019,41.852501,42.915001,41.82,42.8125,40.98394,125982000
2/5/2019,43.215,43.77,43.087502,43.544998,41.685158,144406400
2/6/2019,43.662498,43.892502,43.212502,43.560001,41.699524,112958400
2/7/2019,43.099998,43.485001,42.584999,42.735001,40.909748,126966800
2/8/2019,42.247501,42.665001,42.105,42.602501,40.957832,95280000
2/11/2019,42.762501,42.802502,42.3125,42.357498,40.722275,83973600
2/12/2019,42.525002,42.75,42.424999,42.7225,41.073189,89134000
2/13/2019,42.8475,43.119999,42.48,42.544998,40.902542,89960800
2/14/2019,42.427502,42.814999,42.345001,42.700001,41.051563,87342800
2/15/2019,42.8125,42.924999,42.4375,42.605,40.960228,98507200
2/19/2019,42.427502,42.860001,42.372501,42.732498,41.082809,75891200
2/20/2019,42.797501,43.330002,42.747501,43.0075,41.347187,104457600
2/21/2019,42.950001,43.092499,42.575001,42.764999,41.114056,68998800
2/22/2019,42.895,43.25,42.845001,43.2425,41.57312,75652800
2/25/2019,43.540001,43.967499,43.487499,43.557499,41.875954,87493600
2/26/2019,43.427502,43.825001,43.2925,43.5825,41.900002,68280800
2/27/2019,43.302502,43.75,43.182499,43.717499,42.029781,111341600
2/28/2019,43.580002,43.727501,43.23,43.287498,41.616386,112861600
3/1/2019,43.57,43.787498,43.2225,43.7425,42.053818,103544800
3/4/2019,43.922501,44.4375,43.4925,43.962502,42.265324,109744800
3/5/2019,43.985001,44,43.634998,43.8825,42.188412,78949600
3/6/2019,43.6675,43.872501,43.485001,43.630001,41.945663,83241600
3/7/2019,43.467499,43.610001,43.005001,43.125,41.460159,99185600
3/8/2019,42.580002,43.267502,42.375,43.227501,41.558704,95997600
3/11/2019,43.872501,44.779999,43.837502,44.724998,42.998379,128044000
3/12/2019,45,45.6675,44.842499,45.227501,43.481483,129870400
3/13/2019,45.5625,45.825001,45.23,45.427502,43.673767,124130000
3/14/2019,45.974998,46.025002,45.639999,45.932499,44.159271,94318000
3/15/2019,46.212502,46.8325,45.935001,46.529999,44.733704,156171600
3/18/2019,46.450001,47.0975,46.447498,47.005001,45.190365,104879200
3/19/2019,47.087502,47.247501,46.48,46.6325,44.832237,126585600
3/20/2019,46.557499,47.372501,46.182499,47.040001,45.224018,124140800
3/21/2019,47.505001,49.0825,47.452499,48.772499,46.889633,204136800
3/22/2019,48.834999,49.422501,47.695,47.762501,45.918629,169630800
3/25/2019,47.877499,47.994999,46.650002,47.185001,45.363415,175381200
3/26/2019,47.915001,48.220001,46.145,46.697498,44.894733,199202000
3/27/2019,47.1875,47.439999,46.637501,47.1175,45.298527,119393600
3/28/2019,47.237499,47.389999,46.8825,47.18,45.358612,83121600
3/29/2019,47.4575,47.52,47.134998,47.487499,45.654228,94256000
4/1/2019,47.91,47.919998,47.095001,47.810001,45.964287,111448000
4/2/2019,47.772499,48.615002,47.762501,48.505001,46.63245,91062800
4/3/2019,48.3125,49.125,48.287498,48.837502,46.952129,93087200
4/4/2019,48.697498,49.092499,48.285,48.922501,47.033848,76457200
4/5/2019,49.112499,49.275002,48.982498,49.25,47.348705,74106400
4/8/2019,49.105,50.057499,49.084999,50.025002,48.093781,103526800
4/9/2019,50.080002,50.712502,49.807499,49.875,47.949566,143072800
4/10/2019,49.669998,50.185001,49.544998,50.154999,48.218746,86781200
4/11/2019,50.212502,50.25,49.610001,49.737499,47.817379,83603200
4/12/2019,49.799999,50.035,49.052502,49.717499,47.798149,111042800
4/15/2019,49.645,49.962502,49.502499,49.807499,47.884674,70146400
4/16/2019,49.865002,50.342499,49.639999,49.8125,47.889484,102785600
4/17/2019,49.884998,50.845001,49.6525,50.782501,48.822037,115627200
4/18/2019,50.779999,51.037498,50.630001,50.965,48.997498,96783200
4/22/2019,50.7075,51.235001,50.584999,51.1325,49.158524,77758000
4/23/2019,51.107498,51.9375,50.974998,51.869999,49.867546,93292000
4/24/2019,51.84,52.119999,51.762501,51.790001,49.790646,70162400
4/25/2019,51.7075,51.939999,51.279999,51.32,49.338791,74172800
4/26/2019,51.224998,51.25,50.529999,51.075001,49.103245,74596400
4/29/2019,51.099998,51.4925,50.965,51.1525,49.177757,88818800
4/30/2019,50.764999,50.849998,49.7775,50.1675,48.23077,186139600
5/1/2019,52.470001,53.827499,52.307499,52.630001,50.598225,259309200
5/2/2019,52.459999,53.162498,52.032501,52.287498,50.268936,127985200
5/3/2019,52.7225,52.959999,52.557499,52.9375,50.893837,83569600
5/6/2019,51.072498,52.209999,50.875,52.119999,50.107899,129772400
5/7/2019,51.470001,51.855,50.2075,50.715,48.757141,155054800
5/8/2019,50.474998,51.334999,50.4375,50.724998,48.76675,105358000
5/9/2019,50.099998,50.419998,49.165001,50.18,48.24279,139634400
5/10/2019,49.355,49.712502,48.192501,49.294998,47.574463,164834800
5/13/2019,46.927502,47.369999,45.712502,46.43,44.80946,229722400
5/14/2019,46.602501,47.424999,46.352501,47.165001,45.518803,146118800
5/15/2019,46.567501,47.9375,46.505001,47.73,46.064083,106178800
5/16/2019,47.477501,48.1175,47.209999,47.52,45.86142,132125600
5/17/2019,46.732498,47.724998,46.689999,47.25,45.600845,131516400
5/20/2019,45.880001,46.087502,45.07,45.772499,44.174908,154449200
5/21/2019,46.305,47,46.174999,46.650002,45.02179,113459200
5/22/2019,46.165001,46.427502,45.637501,45.695,44.100124,118994400
5/23/2019,44.950001,45.134998,44.452499,44.915001,43.34734,146118800
5/24/2019,45.049999,45.535,44.654999,44.7425,43.180862,94858800
5/28/2019,44.73,45.147499,44.477501,44.557499,43.002319,111792800
5/29/2019,44.105,44.837502,44,44.345001,42.79723,113924800
5/30/2019,44.487499,44.807499,44.1675,44.575001,43.019207,84873600
5/31/2019,44.057499,44.497501,43.747501,43.767502,42.239895,108174400
6/3/2019,43.900002,44.48,42.567501,43.325001,41.812832,161584400
6/4/2019,43.860001,44.9575,43.630001,44.91,43.342525,123872000
6/5/2019,46.07,46.247501,45.285,45.634998,44.04221,119093600
6/6/2019,45.77,46.3675,45.537498,46.305,44.688831,90105200
6/7/2019,46.627499,47.98,46.442501,47.537498,45.878307,122737600
6/10/2019,47.952499,48.842499,47.904999,48.145,46.464607,104883600
6/11/2019,48.715,49,48.400002,48.702499,47.002632,107731600
6/12/2019,48.487499,48.9925,48.3475,48.547501,46.853062,73012800
6/13/2019,48.674999,49.197498,48.400002,48.537498,46.84341,86698400
6/14/2019,47.887501,48.397499,47.575001,48.185001,46.503208,75046000
6/17/2019,48.224998,48.740002,48.0425,48.4725,46.78067,58676400
6/18/2019,49.012501,50.072498,48.802502,49.612499,47.880882,106204000
6/19/2019,49.919998,49.970001,49.327499,49.467499,47.740952,84496800
6/20/2019,50.092499,50.1525,49.5075,49.865002,48.124577,86056000
6/21/2019,49.700001,50.212502,49.537498,49.695,47.960522,191202400
6/24/2019,49.634998,50.040001,49.5425,49.645,47.912247,72881600
6/25/2019,49.607498,49.814999,48.822498,48.892502,47.186016,84281200
6/26/2019,49.442501,50.247501,49.337502,49.950001,48.206604,104270000
6/27/2019,50.072498,50.392502,49.892502,49.935001,48.192135,83598800
6/28/2019,49.669998,49.875,49.262501,49.48,47.75301,124442400
7/1/2019,50.7925,51.122501,50.162498,50.387501,48.62883,109012000
7/2/2019,50.352501,50.782501,50.34,50.682499,48.913536,67740800
7/3/2019,50.82,51.110001,50.672501,51.102501,49.318874,45448000
7/5/2019,50.837502,51.27,50.724998,51.057499,49.275452,69062000
7/8/2019,50.202499,50.349998,49.602501,50.005001,48.259678,101354400
7/9/2019,49.799999,50.377499,49.702499,50.310001,48.554039,82312000
7/10/2019,50.462502,50.932499,50.389999,50.807499,49.03418,71588400
7/11/2019,50.827499,51.0975,50.427502,50.4375,48.677086,80767200
7/12/2019,50.612499,51,50.549999,50.825001,49.051064,70380800
7/15/2019,51.022499,51.467499,51,51.302502,49.511902,67789600
7/16/2019,51.147499,51.5275,50.875,51.125,49.340591,67467200
7/17/2019,51.012501,51.272499,50.817501,50.837502,49.063133,56430000
7/18/2019,51,51.470001,50.924999,51.415001,49.620468,74162400
7/19/2019,51.447498,51.625,50.59,50.647499,48.879765,83717200
7/22/2019,50.912498,51.807499,50.9025,51.805,49.996868,89111600
7/23/2019,52.115002,52.227501,51.822498,52.209999,50.387718,73420800
7/24/2019,51.9175,52.287498,51.7925,52.1675,50.346699,59966400
7/25/2019,52.2225,52.310001,51.682499,51.755001,49.948605,55638400
7/26/2019,51.869999,52.432499,51.785,51.935001,50.12233,70475600
7/29/2019,52.115002,52.66,52.110001,52.419998,50.590385,86693600
7/30/2019,52.189999,52.540001,51.827499,52.195,50.373257,135742800
7/31/2019,54.105,55.342499,52.825001,53.259998,51.401077,277125600
8/1/2019,53.474998,54.5075,51.685001,52.107498,50.288803,216071600
8/2/2019,51.3825,51.607498,50.407501,51.005001,49.224781,163448400
8/5/2019,49.497501,49.662498,48.145,48.334999,46.647972,209572000
8/6/2019,49.077499,49.517502,48.509998,49.25,47.53104,143299200
8/7/2019,48.852501,49.889999,48.455002,49.759998,48.023239,133457600
8/8/2019,50.049999,50.8825,49.8475,50.857498,49.082428,108038000
8/9/2019,50.325001,50.689999,49.822498,50.247501,48.677975,98478800
8/12/2019,49.904999,50.512501,49.787498,50.119999,48.554455,89927600
8/13/2019,50.255001,53.035,50.119999,52.2425,50.610653,188874000
8/14/2019,50.790001,51.610001,50.647499,50.6875,49.104225,146189600
8/15/2019,50.865002,51.285,49.9175,50.435001,48.859608,108909600
8/16/2019,51.07,51.790001,50.959999,51.625,50.012444,110481600
8/19/2019,52.654999,53.182499,52.5075,52.587502,50.944881,97654400
8/20/2019,52.720001,53.337502,52.580002,52.59,50.9473,107537200
8/21/2019,53.247501,53.412498,52.900002,53.16,51.499504,86141600
8/22/2019,53.297501,53.610001,52.6875,53.115002,51.455902,89014800
8/23/2019,52.357498,53.012501,50.25,50.66,49.077583,187272000
8/26/2019,51.465,51.797501,51.264999,51.622501,50.010017,104174400
8/27/2019,51.965,52.137501,50.8825,51.040001,49.445724,103493200
8/28/2019,51.025002,51.43,50.830002,51.3825,49.777523,63755200
8/29/2019,52.125,52.330002,51.665001,52.252499,50.620342,83962000
8/30/2019,52.540001,52.612499,51.799999,52.185001,50.554955,84573600
9/3/2019,51.607498,51.744999,51.055,51.424999,49.818691,80092000
9/4/2019,52.0975,52.369999,51.830002,52.297501,50.663944,76752400
9/5/2019,53,53.4925,52.877499,53.32,51.654495,95654800
9/6/2019,53.512501,53.605,53.127499,53.314999,51.649651,77449200
9/9/2019,53.709999,54.110001,52.767502,53.5425,51.870045,109237600
9/10/2019,53.465,54.195,52.927502,54.174999,52.482792,127111600
9/11/2019,54.517502,55.927502,54.432499,55.897499,54.151497,177158400
9/12/2019,56.200001,56.605,55.715,55.772499,54.030396,128906800
9/13/2019,55,55.197498,54.255001,54.6875,52.979275,159053200
9/16/2019,54.432499,55.032501,54.389999,54.974998,53.257805,84632400
9/17/2019,54.990002,55.205002,54.779999,55.174999,53.45155,73274800
9/18/2019,55.264999,55.712502,54.860001,55.692501,53.952888,101360000
9/19/2019,55.502499,55.939999,55.092499,55.240002,53.51453,88242400
9/20/2019,55.345001,55.639999,54.3675,54.432499,52.732243,221652400
9/23/2019,54.737499,54.959999,54.412498,54.68,52.972019,76662000
9/24/2019,55.2575,55.622501,54.297501,54.419998,52.720142,124763200
9/25/2019,54.637501,55.375,54.285,55.2575,53.531475,87613600
9/26/2019,55,55.235001,54.7075,54.9725,53.255386,75334000
9/27/2019,55.134998,55.240002,54.32,54.705002,52.996235,101408000
9/30/2019,55.224998,56.145,55.197498,55.9925,54.243523,103909600
10/1/2019,56.267502,57.055,56.049999,56.147499,54.393681,139223200
10/2/2019,55.764999,55.895,54.482498,54.740002,53.030128,138449200
10/3/2019,54.607498,55.240002,53.782501,55.205002,53.480614,114426000
10/4/2019,56.41,56.872501,55.9725,56.752499,54.979778,138478800
10/7/2019,56.567501,57.482498,56.459999,56.764999,54.99189,122306000
10/8/2019,56.455002,57.014999,56.0825,56.099998,54.34766,111820000
10/9/2019,56.7575,56.947498,56.41,56.7575,54.984631,74770400
10/10/2019,56.982498,57.610001,56.825001,57.522499,55.725723,113013600
10/11/2019,58.237499,59.41,58.077499,59.052502,57.207943,166795600
10/14/2019,58.724998,59.532501,58.6675,58.967499,57.125591,96427600
10/15/2019,59.0975,59.412498,58.720001,58.830002,56.992386,87360000
10/16/2019,58.342499,58.810001,58.299999,58.592499,56.762302,73903200
10/17/2019,58.772499,59.037498,58.380001,58.82,56.982704,67585200
10/18/2019,58.647499,59.395,58.572498,59.102501,57.256374,97433600
10/21/2019,59.380001,60.247501,59.330002,60.127499,58.249359,87247200
10/22/2019,60.290001,60.549999,59.904999,59.990002,58.11615,82293600
10/23/2019,60.525002,60.810001,60.305,60.794998,58.896008,75828800
10/24/2019,61.127499,61.200001,60.452499,60.895,58.992886,69275200
10/25/2019,60.790001,61.682499,60.720001,61.645,59.71946,73477200
10/28/2019,61.855,62.3125,61.68,62.262501,60.317665,96572800
10/29/2019,62.2425,62.4375,60.642502,60.822498,58.922649,142839600
10/30/2019,61.189999,61.325001,60.302502,60.814999,58.915386,124522000
10/31/2019,61.810001,62.2925,59.314999,62.189999,60.247437,139162000
11/1/2019,62.384998,63.982498,62.290001,63.955002,61.957306,151125200
11/4/2019,64.332497,64.462502,63.845001,64.375,62.364189,103272000
11/5/2019,64.262497,64.547501,64.080002,64.282501,62.274586,79897600
11/6/2019,64.192497,64.372498,63.842499,64.309998,62.301212,75864400
11/7/2019,64.684998,65.087502,64.527496,64.857498,63.020245,94940400
11/8/2019,64.672501,65.110001,64.212502,65.035004,63.192715,69986400
11/11/2019,64.574997,65.6175,64.57,65.550003,63.693134,81821200
11/12/2019,65.387497,65.697502,65.230003,65.489998,63.634834,87388800
11/13/2019,65.282501,66.195,65.267502,66.1175,64.244545,102734400
11/14/2019,65.9375,66.220001,65.525002,65.660004,63.800011,89182800
11/15/2019,65.919998,66.445,65.752502,66.440002,64.557922,100206400
11/18/2019,66.449997,66.857498,66.057503,66.775002,64.88343,86703200
11/19/2019,66.974998,67,66.347504,66.572502,64.686668,76167200
11/20/2019,66.385002,66.519997,65.099998,65.797501,63.933632,106234400
11/21/2019,65.922501,66.002502,65.294998,65.502502,63.646988,121395200
11/22/2019,65.647499,65.794998,65.209999,65.445,63.591103,65325200
11/25/2019,65.677498,66.610001,65.629997,66.592499,64.706108,84020400
11/26/2019,66.735001,66.790001,65.625,66.072502,64.200836,105207600
11/27/2019,66.394997,66.995003,66.327499,66.959999,65.063202,65235600
11/29/2019,66.650002,67,66.474998,66.8125,64.919868,46617600
12/2/2019,66.817497,67.0625,65.862503,66.040001,64.169258,94487200
12/3/2019,64.577499,64.8825,64.072502,64.862503,63.025124,114430400
12/4/2019,65.267502,65.827499,65.169998,65.434998,63.581383,67181600
12/5/2019,65.947502,66.472504,65.682503,66.394997,64.514191,74424400
12/6/2019,66.870003,67.75,66.824997,67.677498,65.760361,106075600
12/9/2019,67.5,67.699997,66.227501,66.730003,64.839706,128042400
12/10/2019,67.150002,67.517502,66.464996,67.120003,65.218643,90420400
12/11/2019,67.202499,67.775002,67.125,67.692497,65.774933,78756800
12/12/2019,66.945,68.139999,66.830002,67.864998,65.942558,137310400
12/13/2019,67.864998,68.824997,67.732498,68.787498,66.838921,133587600
12/16/2019,69.25,70.197502,69.245003,69.964996,67.98307,128186000
12/17/2019,69.892502,70.442497,69.699997,70.102501,68.116676,114158400
12/18/2019,69.949997,70.474998,69.779999,69.934998,67.953926,116028400
12/19/2019,69.875,70.294998,69.737503,70.004997,68.021942,98369200
12/20/2019,70.557503,70.662498,69.639999,69.860001,67.881042,275978000
12/23/2019,70.1325,71.0625,70.092499,71,68.988739,98572000
12/24/2019,71.172501,71.222504,70.730003,71.067497,69.054337,48478800
12/26/2019,71.205002,72.495003,71.175003,72.477501,70.424416,93121200
12/27/2019,72.779999,73.4925,72.029999,72.449997,70.397659,146266000
12/30/2019,72.364998,73.172501,71.305,72.879997,70.815483,144114400
12/31/2019,72.482498,73.419998,72.379997,73.412498,71.332909,100805600
1/2/2020,74.059998,75.150002,73.797501,75.087502,72.960464,135480400
1/3/2020,74.287498,75.144997,74.125,74.357498,72.251129,146322800
1/6/2020,73.447502,74.989998,73.1875,74.949997,72.826851,118387200
1/7/2020,74.959999,75.224998,74.370003,74.597504,72.484344,108872000
1/8/2020,74.290001,76.110001,74.290001,75.797501,73.650345,132079200
1/9/2020,76.809998,77.607498,76.550003,77.407501,75.214745,170108400
1/10/2020,77.650002,78.167503,77.0625,77.582497,75.384789,140644800
1/13/2020,77.910004,79.267502,77.787498,79.239998,76.995338,121532000
1/14/2020,79.175003,79.392502,78.042503,78.169998,75.955643,161954400
1/15/2020,77.962502,78.875,77.387497,77.834999,75.630135,121923600
1/16/2020,78.397499,78.925003,78.022499,78.809998,76.577515,108829200
1/17/2020,79.067497,79.684998,78.75,79.682503,77.425316,137816400
1/21/2020,79.297501,79.754997,79,79.142502,76.900589,110843200
1/22/2020,79.644997,79.997498,79.327499,79.425003,77.175079,101832400
1/23/2020,79.480003,79.889999,78.912498,79.807503,77.546753,104472000
1/24/2020,80.0625,80.832497,79.379997,79.577499,77.323257,146537600
1/27/2020,77.514999,77.942497,76.220001,77.237503,75.049561,161940000
1/28/2020,78.150002,79.599998,78.047501,79.422501,77.172668,162234000
1/29/2020,81.112503,81.962502,80.345001,81.084999,78.788071,216229200
1/30/2020,80.135002,81.022499,79.6875,80.967499,78.673912,126743200
1/31/2020,80.232498,80.669998,77.072502,77.377502,75.185593,199588400
2/3/2020,76.074997,78.372498,75.555,77.165001,74.979111,173788400
2/4/2020,78.827499,79.910004,78.407501,79.712502,77.454445,136616400
2/5/2020,80.879997,81.190002,79.737503,80.362503,78.086044,118826800
2/6/2020,80.642502,81.305,80.065002,81.302498,78.999413,105425600
2/7/2020,80.592499,80.849998,79.5,80.0075,77.925583,117684000
2/10/2020,78.544998,80.387497,78.462502,80.387497,78.2957,109348800
2/11/2020,80.900002,80.974998,79.677498,79.902496,77.823318,94323200
2/12/2020,80.3675,81.805,80.3675,81.800003,79.671455,113730400
2/13/2020,81.047501,81.555,80.837502,81.217499,79.104111,94747600
2/14/2020,81.184998,81.495003,80.712502,81.237503,79.123581,80113600
2/18/2020,78.839996,79.9375,78.652496,79.75,77.674789,152531200
2/19/2020,80,81.142502,80,80.904999,78.799744,93984000
2/20/2020,80.657501,81.162498,79.552498,80.074997,77.991341,100566000
2/21/2020,79.654999,80.112503,77.625,78.262497,76.225998,129554000
2/24/2020,74.315002,76.044998,72.307503,74.544998,72.605232,222195200
2/25/2020,75.237503,75.6325,71.532501,72.019997,70.14595,230673600
2/26/2020,71.6325,74.470001,71.625,73.162498,71.258705,198054800
2/27/2020,70.275002,71.5,68.239998,68.379997,66.600647,320605600
2/28/2020,64.315002,69.602501,64.092499,68.339996,66.561691,426510000
3/2/2020,70.57,75.360001,69.43,74.702499,72.758644,341397200
3/3/2020,75.917503,76,71.449997,72.330002,70.447868,319475600
3/4/2020,74.110001,75.849998,73.282501,75.684998,73.715569,219178400
3/5/2020,73.879997,74.887497,72.852501,73.230003,71.324463,187572800
3/6/2020,70.5,72.705002,70.307503,72.2575,70.377258,226176800
3/9/2020,65.9375,69.522499,65.75,66.542503,64.810974,286744800
3/10/2020,69.285004,71.610001,67.342499,71.334999,69.478767,285290000
3/11/2020,69.347504,70.305,67.964996,68.857498,67.065742,255598800
3/12/2020,63.985001,67.5,62,62.057499,60.442673,418474000
